area,response,var,label,estimate,ci,pd,ps,bf,ess,rhat
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.18, CI~95%~[-0.84, 0.56], pd = 68.8%, ps = 58.3%, BF~10~ = 0.13",-0.18,"[-0.84, 0.56]",0.688,0.583,0.13,12169.1,1
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.32, CI~95%~[-0.33, 0.95], pd = 83.8%, ps = 75.2%, BF~10~ = 0.18",0.32,"[-0.33, 0.95]",0.838,0.752,0.18,11726.3,1
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.32, CI~95%~[-0.8, 1.4], pd = 71.3%, ps = 65%, BF~10~ = 0.22",0.32,"[-0.8, 1.4]",0.713,0.65,0.22,13167.2,1
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.32, CI~95%~[-0.25, 0.87], pd = 86.8%, ps = 77.4%, BF~10~ = 0.18",0.32,"[-0.25, 0.87]",0.868,0.774,0.18,12490.3,1
Laboratory and Cellular,Platelets,[Pathologies: Diabetes (Yes)],"$\beta$ = -0.04, CI~95%~[-0.78, 0.73], pd = 54.1%, ps = 43.9%, BF~10~ = 0.13",-0.04,"[-0.78, 0.73]",0.541,0.439,0.13,12331.5,1.001
Laboratory and Cellular,Platelets,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.28, CI~95%~[-1.14, 0.6], pd = 73.9%, ps = 65.7%, BF~10~ = 0.18",-0.28,"[-1.14, 0.6]",0.739,0.657,0.18,13444.6,1
Laboratory and Cellular,Platelets,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.04, CI~95%~[-0.55, 0.63], pd = 55.6%, ps = 42.3%, BF~10~ = 0.1",0.04,"[-0.55, 0.63]",0.556,0.423,0.1,13587.1,1
Laboratory and Cellular,Platelets,[Pathologies: Obesity (Yes)],"$\beta$ = -0.42, CI~95%~[-1.36, 0.52], pd = 80.1%, ps = 73.8%, BF~10~ = 0.23",-0.42,"[-1.36, 0.52]",0.801,0.738,0.23,13134.3,1
Laboratory and Cellular,Platelets,[Sex: Female],"$\beta$ = 0.28, CI~95%~[-0.22, 0.75], pd = 86.7%, ps = 76.5%, BF~10~ = 0.16",0.28,"[-0.22, 0.75]",0.867,0.765,0.16,12027.2,1
Laboratory and Cellular,Proteins,[Age],"$\beta$ = -0.24, CI~95%~[-0.54, 0.03], pd = 96%, ps = 84.6%, BF~10~ = 0.21",-0.24,"[-0.54, 0.03]",0.96,0.846,0.21,10139.1,1
Laboratory and Cellular,Proteins,[Education level: Cubic],"$\beta$ = 0.25, CI~95%~[-1.84, 2.26], pd = 59.1%, ps = 55.8%, BF~10~ = 0.39",0.25,"[-1.84, 2.26]",0.591,0.558,0.39,9278.6,1
Laboratory and Cellular,Proteins,[Education level: Linear],"$\beta$ = 0.5, CI~95%~[-2, 3.16], pd = 65.3%, ps = 62.4%, BF~10~ = 0.47",0.5,"[-2, 3.16]",0.653,0.624,0.47,9964.4,1
Laboratory and Cellular,Proteins,[Education level: Quadratic],"$\beta$ = -0.07, CI~95%~[-2.39, 2.18], pd = 52.3%, ps = 49.1%, BF~10~ = 0.39",-0.07,"[-2.39, 2.18]",0.523,0.491,0.39,9665.7,1
Laboratory and Cellular,Proteins,[Fatigue scale],"$\beta$ = 0.03, CI~95%~[-0.21, 0.25], pd = 59.9%, ps = 27.1%, BF~10~ = 0.04",0.03,"[-0.21, 0.25]",0.599,0.271,0.04,13450.5,1
Laboratory and Cellular,Proteins,[PCOV NoS],"$\beta$ = 0.2, CI~95%~[-0.79, 1.22], pd = 64.7%, ps = 57.6%, BF~10~ = 0.19",0.2,"[-0.79, 1.22]",0.647,0.576,0.19,9086.3,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Age],"$\beta$ = -0.2, CI~95%~[-0.59, 0.2], pd = 83.6%, ps = 68.6%, BF~10~ = 0.11",-0.2,"[-0.59, 0.2]",0.836,0.686,0.11,9909.2,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Education level: Cubic],"$\beta$ = 0.26, CI~95%~[-1.99, 2.69], pd = 58.4%, ps = 55.1%, BF~10~ = 0.41",0.26,"[-1.99, 2.69]",0.584,0.551,0.41,8973.7,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Education level: Linear],"$\beta$ = -0.49, CI~95%~[-3.44, 2.55], pd = 62.1%, ps = 59.7%, BF~10~ = 0.54",-0.49,"[-3.44, 2.55]",0.621,0.597,0.54,9327.7,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Education level: Quadratic],"$\beta$ = 0.22, CI~95%~[-2.4, 2.87], pd = 56.5%, ps = 53.5%, BF~10~ = 0.46",0.22,"[-2.4, 2.87]",0.565,0.535,0.46,8886.2,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.07, CI~95%~[-0.18, 0.33], pd = 70.3%, ps = 41%, BF~10~ = 0.05",0.07,"[-0.18, 0.33]",0.703,0.41,0.05,11934,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.2, CI~95%~[-0.64, 0.96], pd = 68.7%, ps = 59.6%, BF~10~ = 0.15",0.2,"[-0.64, 0.96]",0.687,0.596,0.15,10551.8,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.82, CI~95%~[-1.6, -0.03], pd = 98%, ps = 96.2%, BF~10~ = 0.96",-0.82,"[-1.6, -0.03]",0.98,0.962,0.96,11210.2,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.82, CI~95%~[-0.03, 1.66], pd = 97.1%, ps = 95.4%, BF~10~ = 0.88",0.82,"[-0.03, 1.66]",0.971,0.954,0.88,9561.7,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.15, CI~95%~[-0.76, 1.12], pd = 62.7%, ps = 54.9%, BF~10~ = 0.18",0.15,"[-0.76, 1.12]",0.627,0.549,0.18,10530.9,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.05, CI~95%~[-0.57, 0.68], pd = 56.3%, ps = 44.1%, BF~10~ = 0.11",0.05,"[-0.57, 0.68]",0.563,0.441,0.11,11036.6,1
Laboratory and Cellular,Proteins,[PCOV NoV],"$\beta$ = 0.09, CI~95%~[-1.07, 1.19], pd = 55.9%, ps = 49.1%, BF~10~ = 0.2",0.09,"[-1.07, 1.19]",0.559,0.491,0.2,9710.6,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Age],"$\beta$ = -0.2, CI~95%~[-0.48, 0.05], pd = 93.6%, ps = 78.2%, BF~10~ = 0.14",-0.2,"[-0.48, 0.05]",0.936,0.782,0.14,13491.8,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Education level: Cubic],"$\beta$ = 0.09, CI~95%~[-2.08, 2.23], pd = 53.1%, ps = 49.7%, BF~10~ = 0.37",0.09,"[-2.08, 2.23]",0.531,0.497,0.37,10624.9,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Education level: Linear],"$\beta$ = -0.47, CI~95%~[-2.98, 1.94], pd = 65.3%, ps = 62.1%, BF~10~ = 0.44",-0.47,"[-2.98, 1.94]",0.653,0.621,0.44,10187.9,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 0.05, CI~95%~[-2.58, 2.64], pd = 51.7%, ps = 48.8%, BF~10~ = 0.45",0.05,"[-2.58, 2.64]",0.517,0.488,0.45,10306.5,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.15, CI~95%~[-0.43, 0.12], pd = 85.9%, ps = 64.5%, BF~10~ = 0.08",-0.15,"[-0.43, 0.12]",0.859,0.645,0.08,13299.3,1.001
Laboratory and Cellular,Proteins,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.08, CI~95%~[-0.79, 0.71], pd = 58.2%, ps = 47.6%, BF~10~ = 0.14",-0.08,"[-0.79, 0.71]",0.582,0.476,0.14,12422.6,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.31, CI~95%~[-0.46, 1.11], pd = 78.4%, ps = 70.3%, BF~10~ = 0.18",0.31,"[-0.46, 1.11]",0.784,0.703,0.18,10064.7,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.02, CI~95%~[-0.66, 0.76], pd = 52.5%, ps = 41.6%, BF~10~ = 0.12",0.02,"[-0.66, 0.76]",0.525,0.416,0.12,9922.3,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.17, CI~95%~[-0.75, 1.06], pd = 64.1%, ps = 55.9%, BF~10~ = 0.17",0.17,"[-0.75, 1.06]",0.641,0.559,0.17,11059.3,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.02, CI~95%~[-0.55, 0.59], pd = 52.7%, ps = 39.2%, BF~10~ = 0.1",0.02,"[-0.55, 0.59]",0.527,0.392,0.1,13548.4,1
Laboratory and Cellular,Proteins,[PCOV Severity Score],"$\beta$ = -0.11, CI~95%~[-0.98, 0.82], pd = 59.6%, ps = 51%, BF~10~ = 0.16",-0.11,"[-0.98, 0.82]",0.596,0.51,0.16,9212.2,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Age],"$\beta$ = -0.05, CI~95%~[-0.4, 0.33], pd = 60.1%, ps = 39.4%, BF~10~ = 0.07",-0.05,"[-0.4, 0.33]",0.601,0.394,0.07,9619.4,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -0.22, CI~95%~[-2.23, 1.83], pd = 58.1%, ps = 54.2%, BF~10~ = 0.37",-0.22,"[-2.23, 1.83]",0.581,0.542,0.37,9137.8,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = 0.26, CI~95%~[-2.28, 2.8], pd = 57.8%, ps = 54.6%, BF~10~ = 0.44",0.26,"[-2.28, 2.8]",0.578,0.546,0.44,9580.3,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = -0.3, CI~95%~[-2.4, 1.81], pd = 60.9%, ps = 57.3%, BF~10~ = 0.37",-0.3,"[-2.4, 1.81]",0.609,0.573,0.37,10044.9,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.22, CI~95%~[-0.48, 0.04], pd = 94.9%, ps = 82.2%, BF~10~ = 0.16",-0.22,"[-0.48, 0.04]",0.949,0.822,0.16,13214.9,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.12, CI~95%~[-0.9, 0.64], pd = 62.9%, ps = 52.7%, BF~10~ = 0.14",-0.12,"[-0.9, 0.64]",0.629,0.527,0.14,10786.8,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.35, CI~95%~[-0.35, 1.09], pd = 83.1%, ps = 75.4%, BF~10~ = 0.19",0.35,"[-0.35, 1.09]",0.831,0.754,0.19,11508.2,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.24, CI~95%~[-0.92, 0.38], pd = 76.5%, ps = 66.5%, BF~10~ = 0.14",-0.24,"[-0.92, 0.38]",0.765,0.665,0.14,9047.2,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.16, CI~95%~[-1.28, 0.99], pd = 61%, ps = 54.1%, BF~10~ = 0.2",-0.16,"[-1.28, 0.99]",0.61,0.541,0.2,11323.7,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.3, CI~95%~[-0.27, 0.88], pd = 84.1%, ps = 74.4%, BF~10~ = 0.16",0.3,"[-0.27, 0.88]",0.841,0.744,0.16,10005.8,1
Laboratory and Cellular,Proteins,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.44, CI~95%~[-0.3, 1.24], pd = 86.7%, ps = 80.5%, BF~10~ = 0.24",0.44,"[-0.3, 1.24]",0.867,0.805,0.24,10902.5,1
Laboratory and Cellular,Proteins,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.65, CI~95%~[-0.24, 1.56], pd = 92%, ps = 88.4%, BF~10~ = 0.41",0.65,"[-0.24, 1.56]",0.92,0.884,0.41,10749.4,1
Laboratory and Cellular,Proteins,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.04, CI~95%~[-0.63, 0.57], pd = 54.9%, ps = 42%, BF~10~ = 0.1",-0.04,"[-0.63, 0.57]",0.549,0.42,0.1,11960.2,1
Laboratory and Cellular,Proteins,[Pathologies: Obesity (Yes)],"$\beta$ = -0.53, CI~95%~[-1.48, 0.44], pd = 86.3%, ps = 81.1%, BF~10~ = 0.31",-0.53,"[-1.48, 0.44]",0.863,0.811,0.31,10955,1
Laboratory and Cellular,Proteins,[Sex: Female],"$\beta$ = -0.53, CI~95%~[-1.03, -0.02], pd = 97.9%, ps = 95.3%, BF~10~ = 0.67",-0.53,"[-1.03, -0.02]",0.979,0.953,0.67,11878.8,1
Laboratory and Cellular,Total lymphocytes,[Age],"$\beta$ = 0.05, CI~95%~[-0.21, 0.32], pd = 65.5%, ps = 36%, BF~10~ = 0.05",0.05,"[-0.21, 0.32]",0.655,0.36,0.05,11393.4,1
Laboratory and Cellular,Total lymphocytes,[Education level: Cubic],"$\beta$ = -0.22, CI~95%~[-2.24, 1.81], pd = 58.2%, ps = 54.5%, BF~10~ = 0.37",-0.22,"[-2.24, 1.81]",0.582,0.545,0.37,6942.1,1
Laboratory and Cellular,Total lymphocytes,[Education level: Linear],"$\beta$ = 1.11, CI~95%~[-1.46, 3.65], pd = 80.3%, ps = 78.2%, BF~10~ = 0.63",1.11,"[-1.46, 3.65]",0.803,0.782,0.63,7998.5,1
Laboratory and Cellular,Total lymphocytes,[Education level: Quadratic],"$\beta$ = -0.28, CI~95%~[-2.62, 1.96], pd = 59.7%, ps = 56.1%, BF~10~ = 0.39",-0.28,"[-2.62, 1.96]",0.597,0.561,0.39,7026.7,1
Laboratory and Cellular,Total lymphocytes,[Fatigue scale],"$\beta$ = 0.05, CI~95%~[-0.15, 0.25], pd = 67.2%, ps = 31.3%, BF~10~ = 0.04",0.05,"[-0.15, 0.25]",0.672,0.313,0.04,14982.8,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS],"$\beta$ = -0.36, CI~95%~[-1.31, 0.62], pd = 76.9%, ps = 70.3%, BF~10~ = 0.21",-0.36,"[-1.31, 0.62]",0.769,0.703,0.21,7558.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Age],"$\beta$ = 0.03, CI~95%~[-0.35, 0.39], pd = 57.2%, ps = 35.3%, BF~10~ = 0.06",0.03,"[-0.35, 0.39]",0.572,0.353,0.06,11419.5,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Education level: Cubic],"$\beta$ = 0.05, CI~95%~[-2.22, 2.57], pd = 51.8%, ps = 48.3%, BF~10~ = 0.41",0.05,"[-2.22, 2.57]",0.518,0.483,0.41,6183.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Education level: Linear],"$\beta$ = 0.13, CI~95%~[-2.73, 3.15], pd = 53.7%, ps = 50.9%, BF~10~ = 0.51",0.13,"[-2.73, 3.15]",0.537,0.509,0.51,6347.8,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Education level: Quadratic],"$\beta$ = -0.07, CI~95%~[-2.64, 2.55], pd = 51.9%, ps = 49.1%, BF~10~ = 0.46",-0.07,"[-2.64, 2.55]",0.519,0.491,0.46,5776.5,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.2, CI~95%~[-0.43, 0.02], pd = 95.9%, ps = 81.1%, BF~10~ = 0.16",-0.2,"[-0.43, 0.02]",0.959,0.811,0.16,13757.1,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.08, CI~95%~[-0.81, 0.68], pd = 59.1%, ps = 48%, BF~10~ = 0.13",-0.08,"[-0.81, 0.68]",0.591,0.48,0.13,13035.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.88, CI~95%~[0.13, 1.57], pd = 99.3%, ps = 98.3%, BF~10~ = 2.09",0.88,"[0.13, 1.57]",0.993,0.983,2.09,13150.5,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.81, CI~95%~[-1.61, -0.06], pd = 98%, ps = 96.6%, BF~10~ = 1.09",-0.81,"[-1.61, -0.06]",0.98,0.966,1.09,12612.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.47, CI~95%~[-0.41, 1.3], pd = 85.6%, ps = 80%, BF~10~ = 0.27",0.47,"[-0.41, 1.3]",0.856,0.8,0.27,12679.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.34, CI~95%~[-0.22, 0.93], pd = 88.1%, ps = 80.5%, BF~10~ = 0.2",0.34,"[-0.22, 0.93]",0.881,0.805,0.2,12896.3,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV],"$\beta$ = 0, CI~95%~[-1.09, 1.1], pd = 50.2%, ps = 43.1%, BF~10~ = 0.18",0,"[-1.09, 1.1]",0.502,0.431,0.18,5984.7,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Age],"$\beta$ = -0.08, CI~95%~[-0.31, 0.16], pd = 76.4%, ps = 44.1%, BF~10~ = 0.05",-0.08,"[-0.31, 0.16]",0.764,0.441,0.05,14950.3,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Education level: Cubic],"$\beta$ = -0.89, CI~95%~[-2.97, 1.17], pd = 79.5%, ps = 76.6%, BF~10~ = 0.51",-0.89,"[-2.97, 1.17]",0.795,0.766,0.51,8012.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Education level: Linear],"$\beta$ = -1.05, CI~95%~[-3.47, 1.29], pd = 80.4%, ps = 78.2%, BF~10~ = 0.6",-1.05,"[-3.47, 1.29]",0.804,0.782,0.6,7667.5,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 0.94, CI~95%~[-1.66, 3.62], pd = 75.9%, ps = 73.6%, BF~10~ = 0.57",0.94,"[-1.66, 3.62]",0.759,0.736,0.57,8169.3,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.03, CI~95%~[-0.26, 0.23], pd = 58.1%, ps = 26.9%, BF~10~ = 0.04",-0.03,"[-0.26, 0.23]",0.581,0.269,0.04,14739.8,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.41, CI~95%~[-1.05, 0.32], pd = 87.8%, ps = 81.3%, BF~10~ = 0.24",-0.41,"[-1.05, 0.32]",0.878,0.813,0.24,16073.2,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.47, CI~95%~[-0.24, 1.18], pd = 89.9%, ps = 84.2%, BF~10~ = 0.27",0.47,"[-0.24, 1.18]",0.899,0.842,0.27,11485.1,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.03, CI~95%~[-0.64, 0.67], pd = 52.9%, ps = 41.3%, BF~10~ = 0.11",0.03,"[-0.64, 0.67]",0.529,0.413,0.11,11861.6,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.23, CI~95%~[-0.59, 1.1], pd = 71.1%, ps = 62.6%, BF~10~ = 0.17",0.23,"[-0.59, 1.1]",0.711,0.626,0.17,11877.7,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.32, CI~95%~[-0.17, 0.84], pd = 89.6%, ps = 80.7%, BF~10~ = 0.19",0.32,"[-0.17, 0.84]",0.896,0.807,0.19,15016,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score],"$\beta$ = 0.71, CI~95%~[-0.13, 1.59], pd = 94.9%, ps = 92%, BF~10~ = 0.56",0.71,"[-0.13, 1.59]",0.949,0.92,0.56,6917.9,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Age],"$\beta$ = 0.03, CI~95%~[-0.33, 0.37], pd = 55.8%, ps = 33.2%, BF~10~ = 0.06",0.03,"[-0.33, 0.37]",0.558,0.332,0.06,10821.9,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -0.13, CI~95%~[-2.1, 1.91], pd = 54.9%, ps = 51.1%, BF~10~ = 0.36",-0.13,"[-2.1, 1.91]",0.549,0.511,0.36,6109.2,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -0.19, CI~95%~[-2.6, 2.3], pd = 55.7%, ps = 52.5%, BF~10~ = 0.43",-0.19,"[-2.6, 2.3]",0.557,0.525,0.43,5997.7,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 0.11, CI~95%~[-1.93, 2.09], pd = 54.1%, ps = 50.5%, BF~10~ = 0.35",0.11,"[-1.93, 2.09]",0.541,0.505,0.35,6719.8,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = 0.15, CI~95%~[-0.08, 0.39], pd = 90%, ps = 67.2%, BF~10~ = 0.09",0.15,"[-0.08, 0.39]",0.9,0.672,0.09,14657.6,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.1, CI~95%~[-0.81, 0.61], pd = 61.2%, ps = 50.5%, BF~10~ = 0.13",-0.1,"[-0.81, 0.61]",0.612,0.505,0.13,12398.6,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.52, CI~95%~[-1.16, 0.12], pd = 93.9%, ps = 89.5%, BF~10~ = 0.36",-0.52,"[-1.16, 0.12]",0.939,0.895,0.36,13501.7,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.13, CI~95%~[-0.46, 0.75], pd = 66.6%, ps = 53.7%, BF~10~ = 0.11",0.13,"[-0.46, 0.75]",0.666,0.537,0.11,11419.1,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.59, CI~95%~[-1.59, 0.47], pd = 87%, ps = 82.3%, BF~10~ = 0.33",-0.59,"[-1.59, 0.47]",0.87,0.823,0.33,13588.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.69, CI~95%~[-1.23, -0.18], pd = 99.5%, ps = 98.6%, BF~10~ = 2.11",-0.69,"[-1.23, -0.18]",0.995,0.986,2.11,12262.1,1
Laboratory and Cellular,Total lymphocytes,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.33, CI~95%~[-0.36, 1.04], pd = 82.2%, ps = 74.3%, BF~10~ = 0.19",0.33,"[-0.36, 1.04]",0.822,0.743,0.19,12732.1,1
Laboratory and Cellular,Total lymphocytes,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.9, CI~95%~[-1.71, -0.07], pd = 98.4%, ps = 97.2%, BF~10~ = 1.38",-0.9,"[-1.71, -0.07]",0.984,0.972,1.38,13056.8,1
Laboratory and Cellular,Total lymphocytes,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.14, CI~95%~[-0.68, 0.42], pd = 68.9%, ps = 55.6%, BF~10~ = 0.1",-0.14,"[-0.68, 0.42]",0.689,0.556,0.1,13891.6,1
Laboratory and Cellular,Total lymphocytes,[Pathologies: Obesity (Yes)],"$\beta$ = -0.16, CI~95%~[-1, 0.75], pd = 64%, ps = 55%, BF~10~ = 0.16",-0.16,"[-1, 0.75]",0.64,0.55,0.16,13083,1
Laboratory and Cellular,Total lymphocytes,[Sex: Female],"$\beta$ = -0.25, CI~95%~[-0.69, 0.19], pd = 86.6%, ps = 75%, BF~10~ = 0.14",-0.25,"[-0.69, 0.19]",0.866,0.75,0.14,12781.1,1
Laboratory and Cellular,Transaminases,[Age],"$\beta$ = 0.27, CI~95%~[0.05, 0.52], pd = 98.9%, ps = 93%, BF~10~ = 0.55",0.27,"[0.05, 0.52]",0.989,0.93,0.55,9496.7,1
Laboratory and Cellular,Transaminases,[Education level: Cubic],"$\beta$ = 0.91, CI~95%~[-1.1, 2.93], pd = 80.8%, ps = 78%, BF~10~ = 0.51",0.91,"[-1.1, 2.93]",0.808,0.78,0.51,8621.1,1
Laboratory and Cellular,Transaminases,[Education level: Linear],"$\beta$ = 1.66, CI~95%~[-0.76, 4.01], pd = 91.3%, ps = 89.8%, BF~10~ = 1.03",1.66,"[-0.76, 4.01]",0.913,0.898,1.03,9012.1,1
Laboratory and Cellular,Transaminases,[Education level: Quadratic],"$\beta$ = -1.24, CI~95%~[-3.45, 1.07], pd = 86.6%, ps = 84.6%, BF~10~ = 0.68",-1.24,"[-3.45, 1.07]",0.866,0.846,0.68,8769,1
Laboratory and Cellular,Transaminases,[Fatigue scale],"$\beta$ = -0.05, CI~95%~[-0.23, 0.13], pd = 71%, ps = 30%, BF~10~ = 0.03",-0.05,"[-0.23, 0.13]",0.71,0.3,0.03,13459,1
Laboratory and Cellular,Transaminases,[PCOV NoS],"$\beta$ = -0.51, CI~95%~[-1.44, 0.4], pd = 85.9%, ps = 80.5%, BF~10~ = 0.27",-0.51,"[-1.44, 0.4]",0.859,0.805,0.27,8420.5,1
Laboratory and Cellular,Transaminases,[PCOV NoS] x [Age],"$\beta$ = -0.33, CI~95%~[-0.65, -0.02], pd = 97.9%, ps = 92.4%, BF~10~ = 0.43",-0.33,"[-0.65, -0.02]",0.979,0.924,0.43,9540,1
Laboratory and Cellular,Transaminases,[PCOV NoS] x [Education level: Cubic],"$\beta$ = -0.9, CI~95%~[-3.2, 1.38], pd = 77.3%, ps = 74.9%, BF~10~ = 0.54",-0.9,"[-3.2, 1.38]",0.773,0.749,0.54,8774.3,1
Laboratory and Cellular,Transaminases,[PCOV NoS] x [Education level: Linear],"$\beta$ = 0.34, CI~95%~[-2.58, 3.26], pd = 58.6%, ps = 56.2%, BF~10~ = 0.51",0.34,"[-2.58, 3.26]",0.586,0.562,0.51,8185.7,1
Laboratory and Cellular,Transaminases,[PCOV NoS] x [Education level: Quadratic],"$\beta$ = 0.35, CI~95%~[-2.27, 2.9], pd = 60.4%, ps = 57.5%, BF~10~ = 0.47",0.35,"[-2.27, 2.9]",0.604,0.575,0.47,8408.5,1
