area,response,var,label,estimate,ci,pd,ps,bf,ess,rhat
Laboratory and Cellular,GPT,[Age],"$\beta$ = 0.18, CI~95%~[-0.04, 0.39], pd = 94.4%, ps = 75.6%, BF~10~ = 0.13",0.18,"[-0.04, 0.39]",0.944,0.756,0.13,10295.3,1
Laboratory and Cellular,GPT,[Education level: Cubic],"$\beta$ = 1.77, CI~95%~[-0.11, 3.69], pd = 96.4%, ps = 95.5%, BF~10~ = 1.54",1.77,"[-0.11, 3.69]",0.964,0.955,1.54,7957.7,1
Laboratory and Cellular,GPT,[Education level: Linear],"$\beta$ = 3.37, CI~95%~[0.97, 5.74], pd = 99.7%, ps = 99.6%, BF~10~ = 18.25",3.37,"[0.97, 5.74]",0.997,0.996,18.25,7900.3,1
Laboratory and Cellular,GPT,[Education level: Quadratic],"$\beta$ = -2.54, CI~95%~[-4.75, -0.39], pd = 99%, ps = 98.7%, BF~10~ = 5.02",-2.54,"[-4.75, -0.39]",0.99,0.987,5.02,7789.2,1
Laboratory and Cellular,GPT,[Fatigue scale],"$\beta$ = -0.02, CI~95%~[-0.19, 0.14], pd = 61.6%, ps = 18.7%, BF~10~ = 0.03",-0.02,"[-0.19, 0.14]",0.616,0.187,0.03,13800.6,1
Laboratory and Cellular,GPT,[PCOV NoS],"$\beta$ = -0.13, CI~95%~[-1.02, 0.75], pd = 61.9%, ps = 52.9%, BF~10~ = 0.16",-0.13,"[-1.02, 0.75]",0.619,0.529,0.16,7598.7,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Age],"$\beta$ = -0.14, CI~95%~[-0.42, 0.16], pd = 82.6%, ps = 60%, BF~10~ = 0.08",-0.14,"[-0.42, 0.16]",0.826,0.6,0.08,9973.6,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Education level: Cubic],"$\beta$ = -0.33, CI~95%~[-2.65, 1.87], pd = 61.5%, ps = 57.9%, BF~10~ = 0.4",-0.33,"[-2.65, 1.87]",0.615,0.579,0.4,7471.9,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Education level: Linear],"$\beta$ = -0.04, CI~95%~[-2.84, 2.88], pd = 51.3%, ps = 48.8%, BF~10~ = 0.5",-0.04,"[-2.84, 2.88]",0.513,0.488,0.5,7116.5,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Education level: Quadratic],"$\beta$ = 0.47, CI~95%~[-2.06, 3.12], pd = 63.9%, ps = 61.2%, BF~10~ = 0.48",0.47,"[-2.06, 3.12]",0.639,0.612,0.48,6939.6,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.1, CI~95%~[-0.09, 0.29], pd = 84.2%, ps = 48.5%, BF~10~ = 0.05",0.1,"[-0.09, 0.29]",0.842,0.485,0.05,11644.7,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.18, CI~95%~[-0.42, 0.81], pd = 71.9%, ps = 60%, BF~10~ = 0.12",0.18,"[-0.42, 0.81]",0.719,0.6,0.12,11171.7,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0, CI~95%~[-0.59, 0.6], pd = 50.1%, ps = 36.9%, BF~10~ = 0.1",0,"[-0.59, 0.6]",0.501,0.369,0.1,11824.4,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.36, CI~95%~[-0.28, 0.98], pd = 87.5%, ps = 79.2%, BF~10~ = 0.2",0.36,"[-0.28, 0.98]",0.875,0.792,0.2,9268.7,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.06, CI~95%~[-0.76, 0.63], pd = 56.1%, ps = 45.2%, BF~10~ = 0.12",-0.06,"[-0.76, 0.63]",0.561,0.452,0.12,11155.6,1
Laboratory and Cellular,GPT,[PCOV NoS] x [Sex: Female],"$\beta$ = -0.06, CI~95%~[-0.54, 0.39], pd = 59.5%, ps = 43.6%, BF~10~ = 0.08",-0.06,"[-0.54, 0.39]",0.595,0.436,0.08,11384.2,1
Laboratory and Cellular,GPT,[PCOV NoV],"$\beta$ = 1.27, CI~95%~[0.21, 2.32], pd = 99.1%, ps = 98.5%, BF~10~ = 2.52",1.27,"[0.21, 2.32]",0.991,0.985,2.52,7678.3,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Age],"$\beta$ = -0.04, CI~95%~[-0.24, 0.16], pd = 66%, ps = 27.8%, BF~10~ = 0.04",-0.04,"[-0.24, 0.16]",0.66,0.278,0.04,12730,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Education level: Cubic],"$\beta$ = -4.5, CI~95%~[-6.39, -2.41], pd = 100%, ps = 100%, BF~10~ = 26538.92",-4.5,"[-6.39, -2.41]",1,1,26538.92,8317.2,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Education level: Linear],"$\beta$ = -5.38, CI~95%~[-7.62, -3.24], pd = 100%, ps = 100%, BF~10~ = 46129.49",-5.38,"[-7.62, -3.24]",1,1,46129.49,7933.1,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 5.4, CI~95%~[2.83, 7.92], pd = 100%, ps = 100%, BF~10~ = 39528.26",5.4,"[2.83, 7.92]",1,1,39528.26,8871.6,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.03, CI~95%~[-0.23, 0.18], pd = 59.9%, ps = 23.7%, BF~10~ = 0.04",-0.03,"[-0.23, 0.18]",0.599,0.237,0.04,13284.6,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.24, CI~95%~[-0.3, 0.81], pd = 80.1%, ps = 69.5%, BF~10~ = 0.14",0.24,"[-0.3, 0.81]",0.801,0.695,0.14,13409,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.1, CI~95%~[-0.69, 0.49], pd = 62.8%, ps = 49.6%, BF~10~ = 0.11",-0.1,"[-0.69, 0.49]",0.628,0.496,0.11,10810.2,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.07, CI~95%~[-0.6, 0.48], pd = 61.3%, ps = 46.1%, BF~10~ = 0.09",-0.07,"[-0.6, 0.48]",0.613,0.461,0.09,10201.1,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.12, CI~95%~[-0.55, 0.84], pd = 62.9%, ps = 52.1%, BF~10~ = 0.12",0.12,"[-0.55, 0.84]",0.629,0.521,0.12,10083.2,1
Laboratory and Cellular,GPT,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.02, CI~95%~[-0.39, 0.44], pd = 54.5%, ps = 35.6%, BF~10~ = 0.07",0.02,"[-0.39, 0.44]",0.545,0.356,0.07,13681.5,1
Laboratory and Cellular,GPT,[PCOV Severity Score],"$\beta$ = 1.04, CI~95%~[0.26, 1.84], pd = 99.5%, ps = 99.1%, BF~10~ = 4.23",1.04,"[0.26, 1.84]",0.995,0.991,4.23,7524.3,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Age],"$\beta$ = 0.18, CI~95%~[-0.09, 0.45], pd = 90.7%, ps = 72.5%, BF~10~ = 0.11",0.18,"[-0.09, 0.45]",0.907,0.725,0.11,10025.5,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -2.17, CI~95%~[-4.09, -0.32], pd = 98.9%, ps = 98.4%, BF~10~ = 3.9",-2.17,"[-4.09, -0.32]",0.989,0.984,3.9,8070.7,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -4.46, CI~95%~[-6.87, -2.1], pd = 100%, ps = 100%, BF~10~ = 7212.62",-4.46,"[-6.87, -2.1]",1,1,7212.62,6791.1,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 3.72, CI~95%~[1.76, 5.59], pd = 100%, ps = 100%, BF~10~ = 592.12",3.72,"[1.76, 5.59]",1,1,592.12,7497.8,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.06, CI~95%~[-0.24, 0.14], pd = 72.6%, ps = 33.3%, BF~10~ = 0.04",-0.06,"[-0.24, 0.14]",0.726,0.333,0.04,12124.1,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.56, CI~95%~[-1.16, 0], pd = 97.2%, ps = 94.6%, BF~10~ = 0.65",-0.56,"[-1.16, 0]",0.972,0.946,0.65,11015.7,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.03, CI~95%~[-0.55, 0.52], pd = 54.4%, ps = 39.7%, BF~10~ = 0.09",-0.03,"[-0.55, 0.52]",0.544,0.397,0.09,11554.5,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.1, CI~95%~[-0.57, 0.38], pd = 65.5%, ps = 49.4%, BF~10~ = 0.09",-0.1,"[-0.57, 0.38]",0.655,0.494,0.09,9533.8,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.59, CI~95%~[-0.25, 1.43], pd = 91.5%, ps = 87.5%, BF~10~ = 0.38",0.59,"[-0.25, 1.43]",0.915,0.875,0.38,10758.4,1
Laboratory and Cellular,GPT,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.17, CI~95%~[-0.28, 0.59], pd = 77.1%, ps = 61.7%, BF~10~ = 0.1",0.17,"[-0.28, 0.59]",0.771,0.617,0.1,10554.5,1
Laboratory and Cellular,GPT,[Pathologies: Diabetes (Yes)],"$\beta$ = -0.09, CI~95%~[-0.66, 0.5], pd = 61.9%, ps = 48.5%, BF~10~ = 0.11",-0.09,"[-0.66, 0.5]",0.619,0.485,0.11,11224.2,1
Laboratory and Cellular,GPT,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.01, CI~95%~[-0.69, 0.67], pd = 50.6%, ps = 39.5%, BF~10~ = 0.12",-0.01,"[-0.69, 0.67]",0.506,0.395,0.12,11265.1,1
Laboratory and Cellular,GPT,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.37, CI~95%~[-0.83, 0.08], pd = 94.5%, ps = 87.8%, BF~10~ = 0.28",-0.37,"[-0.83, 0.08]",0.945,0.878,0.28,11646.6,1
Laboratory and Cellular,GPT,[Pathologies: Obesity (Yes)],"$\beta$ = 0.6, CI~95%~[-0.08, 1.34], pd = 95.1%, ps = 91.1%, BF~10~ = 0.43",0.6,"[-0.08, 1.34]",0.951,0.911,0.43,11946.8,1
Laboratory and Cellular,GPT,[Sex: Female],"$\beta$ = -0.51, CI~95%~[-0.87, -0.12], pd = 99.6%, ps = 98.3%, BF~10~ = 1.9",-0.51,"[-0.87, -0.12]",0.996,0.983,1.9,13146.3,1
Laboratory and Cellular,Glucose,[Age],"$\beta$ = 0.27, CI~95%~[0.09, 0.46], pd = 99.8%, ps = 96.6%, BF~10~ = 1.77",0.27,"[0.09, 0.46]",0.998,0.966,1.77,10617.9,1
Laboratory and Cellular,Glucose,[Education level: Cubic],"$\beta$ = 0.24, CI~95%~[-1.72, 2.02], pd = 60%, ps = 55.9%, BF~10~ = 0.33",0.24,"[-1.72, 2.02]",0.6,0.559,0.33,5610.7,1
Laboratory and Cellular,Glucose,[Education level: Linear],"$\beta$ = 3.13, CI~95%~[0.91, 5.46], pd = 99.7%, ps = 99.6%, BF~10~ = 11.66",3.13,"[0.91, 5.46]",0.997,0.996,11.66,5662.2,1
Laboratory and Cellular,Glucose,[Education level: Quadratic],"$\beta$ = -1.93, CI~95%~[-4.1, 0.12], pd = 96.1%, ps = 95.4%, BF~10~ = 1.81",-1.93,"[-4.1, 0.12]",0.961,0.954,1.81,5056,1
Laboratory and Cellular,Glucose,[Fatigue scale],"$\beta$ = -0.08, CI~95%~[-0.22, 0.06], pd = 87.9%, ps = 40.2%, BF~10~ = 0.05",-0.08,"[-0.22, 0.06]",0.879,0.402,0.05,16788.8,1
Laboratory and Cellular,Glucose,[PCOV NoS],"$\beta$ = 0.13, CI~95%~[-0.71, 0.93], pd = 61.9%, ps = 52.9%, BF~10~ = 0.15",0.13,"[-0.71, 0.93]",0.619,0.529,0.15,5686.8,1.001
Laboratory and Cellular,Glucose,[PCOV NoS] x [Age],"$\beta$ = 0.01, CI~95%~[-0.23, 0.27], pd = 54.2%, ps = 25%, BF~10~ = 0.04",0.01,"[-0.23, 0.27]",0.542,0.25,0.04,11057.7,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Education level: Cubic],"$\beta$ = 0.49, CI~95%~[-1.81, 2.57], pd = 67.5%, ps = 64.1%, BF~10~ = 0.43",0.49,"[-1.81, 2.57]",0.675,0.641,0.43,4887.2,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Education level: Linear],"$\beta$ = -1.24, CI~95%~[-4.07, 1.59], pd = 80.8%, ps = 78.7%, BF~10~ = 0.68",-1.24,"[-4.07, 1.59]",0.808,0.787,0.68,5025.8,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Education level: Quadratic],"$\beta$ = 0.53, CI~95%~[-2.03, 3.03], pd = 65.4%, ps = 62.5%, BF~10~ = 0.48",0.53,"[-2.03, 3.03]",0.654,0.625,0.48,4897.8,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.07, CI~95%~[-0.08, 0.24], pd = 82.2%, ps = 36.8%, BF~10~ = 0.04",0.07,"[-0.08, 0.24]",0.822,0.368,0.04,16100.1,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.04, CI~95%~[-0.55, 0.48], pd = 56.4%, ps = 41.3%, BF~10~ = 0.09",-0.04,"[-0.55, 0.48]",0.564,0.413,0.09,13983.1,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.37, CI~95%~[-0.86, 0.13], pd = 92.8%, ps = 86.2%, BF~10~ = 0.26",-0.37,"[-0.86, 0.13]",0.928,0.862,0.26,13793.2,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.18, CI~95%~[-0.36, 0.7], pd = 74.4%, ps = 61.1%, BF~10~ = 0.11",0.18,"[-0.36, 0.7]",0.744,0.611,0.11,12396.6,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.43, CI~95%~[-1.05, 0.14], pd = 91.9%, ps = 85.7%, BF~10~ = 0.26",-0.43,"[-1.05, 0.14]",0.919,0.857,0.26,12839.4,1
Laboratory and Cellular,Glucose,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.14, CI~95%~[-0.27, 0.53], pd = 75.5%, ps = 58%, BF~10~ = 0.09",0.14,"[-0.27, 0.53]",0.755,0.58,0.09,13286.4,1
Laboratory and Cellular,Glucose,[PCOV NoV],"$\beta$ = 0.42, CI~95%~[-0.53, 1.44], pd = 79.4%, ps = 73.1%, BF~10~ = 0.23",0.42,"[-0.53, 1.44]",0.794,0.731,0.23,5433.2,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Age],"$\beta$ = 0.03, CI~95%~[-0.13, 0.2], pd = 65.8%, ps = 21.2%, BF~10~ = 0.03",0.03,"[-0.13, 0.2]",0.658,0.212,0.03,16042.5,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Education level: Cubic],"$\beta$ = -2.45, CI~95%~[-4.36, -0.63], pd = 99.5%, ps = 99.3%, BF~10~ = 7.99",-2.45,"[-4.36, -0.63]",0.995,0.993,7.99,5999.1,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Education level: Linear],"$\beta$ = -2.58, CI~95%~[-4.67, -0.53], pd = 99.2%, ps = 99%, BF~10~ = 7.07",-2.58,"[-4.67, -0.53]",0.992,0.99,7.07,5718.5,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 2.95, CI~95%~[0.53, 5.35], pd = 99.1%, ps = 98.9%, BF~10~ = 5.97",2.95,"[0.53, 5.35]",0.991,0.989,5.97,6754.4,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.15, CI~95%~[-0.01, 0.33], pd = 96.3%, ps = 72.3%, BF~10~ = 0.14",0.15,"[-0.01, 0.33]",0.963,0.723,0.14,15653.6,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.94, CI~95%~[-1.41, -0.46], pd = 100%, ps = 100%, BF~10~ = 102.78",-0.94,"[-1.41, -0.46]",1,1,102.78,15382.6,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.56, CI~95%~[-1.09, -0.08], pd = 98.4%, ps = 96.4%, BF~10~ = 0.87",-0.56,"[-1.09, -0.08]",0.984,0.964,0.87,12202.9,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.83, CI~95%~[0.38, 1.28], pd = 100%, ps = 99.9%, BF~10~ = 30.49",0.83,"[0.38, 1.28]",1,0.999,30.49,13603.1,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.58, CI~95%~[-1.14, 0], pd = 97.6%, ps = 95%, BF~10~ = 0.66",-0.58,"[-1.14, 0]",0.976,0.95,0.66,12728.5,1
Laboratory and Cellular,Glucose,[PCOV NoV] x [Sex: Female],"$\beta$ = -0.06, CI~95%~[-0.42, 0.29], pd = 62.4%, ps = 41.4%, BF~10~ = 0.07",-0.06,"[-0.42, 0.29]",0.624,0.414,0.07,15126.7,1
Laboratory and Cellular,Glucose,[PCOV Severity Score],"$\beta$ = 0.59, CI~95%~[-0.18, 1.35], pd = 93.3%, ps = 89.6%, BF~10~ = 0.42",0.59,"[-0.18, 1.35]",0.933,0.896,0.42,5510.4,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Age],"$\beta$ = 0.16, CI~95%~[-0.07, 0.39], pd = 91.8%, ps = 70.7%, BF~10~ = 0.1",0.16,"[-0.07, 0.39]",0.918,0.707,0.1,11131.6,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -1.24, CI~95%~[-3.16, 0.51], pd = 90.8%, ps = 88.9%, BF~10~ = 0.73",-1.24,"[-3.16, 0.51]",0.908,0.889,0.73,4949.6,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -2.29, CI~95%~[-4.57, 0.1], pd = 97.2%, ps = 96.7%, BF~10~ = 2.43",-2.29,"[-4.57, 0.1]",0.972,0.967,2.43,4945.3,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 2.28, CI~95%~[0.54, 4.18], pd = 99.2%, ps = 99%, BF~10~ = 6",2.28,"[0.54, 4.18]",0.992,0.99,6,5178.5,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.14, CI~95%~[-0.3, 0.02], pd = 95.8%, ps = 68.5%, BF~10~ = 0.12",-0.14,"[-0.3, 0.02]",0.958,0.685,0.12,15626,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.25, CI~95%~[-0.77, 0.23], pd = 84.1%, ps = 72.8%, BF~10~ = 0.13",-0.25,"[-0.77, 0.23]",0.841,0.728,0.13,12382.5,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.3, CI~95%~[-0.76, 0.14], pd = 90.7%, ps = 81.7%, BF~10~ = 0.19",-0.3,"[-0.76, 0.14]",0.907,0.817,0.19,14158.6,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.09, CI~95%~[-0.52, 0.3], pd = 66.8%, ps = 48%, BF~10~ = 0.08",-0.09,"[-0.52, 0.3]",0.668,0.48,0.08,10279,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 1.26, CI~95%~[0.54, 1.99], pd = 100%, ps = 99.9%, BF~10~ = 20.52",1.26,"[0.54, 1.99]",1,0.999,20.52,12453.8,1
Laboratory and Cellular,Glucose,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.23, CI~95%~[-0.13, 0.6], pd = 89.8%, ps = 76%, BF~10~ = 0.14",0.23,"[-0.13, 0.6]",0.898,0.76,0.14,13480.4,1
Laboratory and Cellular,Glucose,[Pathologies: Diabetes (Yes)],"$\beta$ = 1.24, CI~95%~[0.75, 1.73], pd = 100%, ps = 100%, BF~10~ = 6674.67",1.24,"[0.75, 1.73]",1,1,6674.67,13098.9,1
Laboratory and Cellular,Glucose,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.35, CI~95%~[-0.22, 0.92], pd = 88.6%, ps = 80.3%, BF~10~ = 0.2",0.35,"[-0.22, 0.92]",0.886,0.803,0.2,13285.4,1
Laboratory and Cellular,Glucose,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.48, CI~95%~[-0.87, -0.1], pd = 99.2%, ps = 97.1%, BF~10~ = 1.13",-0.48,"[-0.87, -0.1]",0.992,0.971,1.13,12993.2,1
Laboratory and Cellular,Glucose,[Pathologies: Obesity (Yes)],"$\beta$ = 0.57, CI~95%~[-0.08, 1.15], pd = 96.7%, ps = 93.7%, BF~10~ = 0.57",0.57,"[-0.08, 1.15]",0.967,0.937,0.57,12995.7,1.001
Laboratory and Cellular,Glucose,[Sex: Female],"$\beta$ = -0.12, CI~95%~[-0.43, 0.19], pd = 78.3%, ps = 55.3%, BF~10~ = 0.07",-0.12,"[-0.43, 0.19]",0.783,0.553,0.07,14256,1
Laboratory and Cellular,Hematocrit,[Age],"$\beta$ = 0.1, CI~95%~[-0.11, 0.3], pd = 82%, ps = 48.8%, BF~10~ = 0.05",0.1,"[-0.11, 0.3]",0.82,0.488,0.05,8310.6,1
Laboratory and Cellular,Hematocrit,[Education level: Cubic],"$\beta$ = 0.25, CI~95%~[-1.73, 2.09], pd = 59.9%, ps = 55.7%, BF~10~ = 0.34",0.25,"[-1.73, 2.09]",0.599,0.557,0.34,7292.7,1
Laboratory and Cellular,Hematocrit,[Education level: Linear],"$\beta$ = 0.51, CI~95%~[-1.83, 2.84], pd = 66.7%, ps = 63.3%, BF~10~ = 0.43",0.51,"[-1.83, 2.84]",0.667,0.633,0.43,8040,1
Laboratory and Cellular,Hematocrit,[Education level: Quadratic],"$\beta$ = -0.55, CI~95%~[-2.77, 1.62], pd = 68.9%, ps = 65.6%, BF~10~ = 0.41",-0.55,"[-2.77, 1.62]",0.689,0.656,0.41,7374.5,1
Laboratory and Cellular,Hematocrit,[Fatigue scale],"$\beta$ = -0.04, CI~95%~[-0.2, 0.12], pd = 71.4%, ps = 24.5%, BF~10~ = 0.03",-0.04,"[-0.2, 0.12]",0.714,0.245,0.03,12873.8,1
Laboratory and Cellular,Hematocrit,[PCOV NoS],"$\beta$ = -0.2, CI~95%~[-1.03, 0.73], pd = 66.3%, ps = 58.4%, BF~10~ = 0.17",-0.2,"[-1.03, 0.73]",0.663,0.584,0.17,6862.6,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Age],"$\beta$ = -0.06, CI~95%~[-0.36, 0.2], pd = 67.3%, ps = 39.9%, BF~10~ = 0.05",-0.06,"[-0.36, 0.2]",0.673,0.399,0.05,8586.9,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Education level: Cubic],"$\beta$ = -0.02, CI~95%~[-2.24, 2.32], pd = 50.4%, ps = 47.2%, BF~10~ = 0.39",-0.02,"[-2.24, 2.32]",0.504,0.472,0.39,7291.1,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Education level: Linear],"$\beta$ = 0.05, CI~95%~[-2.86, 2.8], pd = 51.3%, ps = 48.5%, BF~10~ = 0.49",0.05,"[-2.86, 2.8]",0.513,0.485,0.49,7106.6,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Education level: Quadratic],"$\beta$ = 0.35, CI~95%~[-2.23, 3], pd = 60.6%, ps = 57.6%, BF~10~ = 0.47",0.35,"[-2.23, 3]",0.606,0.576,0.47,6857.1,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.02, CI~95%~[-0.16, 0.21], pd = 60%, ps = 20%, BF~10~ = 0.03",0.02,"[-0.16, 0.21]",0.6,0.2,0.03,10870.2,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.05, CI~95%~[-0.54, 0.62], pd = 56.3%, ps = 43.9%, BF~10~ = 0.1",0.05,"[-0.54, 0.62]",0.563,0.439,0.1,10543.9,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.24, CI~95%~[-0.34, 0.78], pd = 80.4%, ps = 69.1%, BF~10~ = 0.14",0.24,"[-0.34, 0.78]",0.804,0.691,0.14,9490.4,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.03, CI~95%~[-0.56, 0.63], pd = 54.9%, ps = 41.5%, BF~10~ = 0.1",0.03,"[-0.56, 0.63]",0.549,0.415,0.1,9007.1,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.24, CI~95%~[-0.46, 0.89], pd = 75.6%, ps = 65.8%, BF~10~ = 0.14",0.24,"[-0.46, 0.89]",0.756,0.658,0.14,10395.5,1
Laboratory and Cellular,Hematocrit,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.16, CI~95%~[-0.3, 0.61], pd = 75.4%, ps = 59.8%, BF~10~ = 0.1",0.16,"[-0.3, 0.61]",0.754,0.598,0.1,9721.6,1
Laboratory and Cellular,Hematocrit,[PCOV NoV],"$\beta$ = 0.01, CI~95%~[-0.97, 1.05], pd = 51%, ps = 43.6%, BF~10~ = 0.18",0.01,"[-0.97, 1.05]",0.51,0.436,0.18,6881.1,1
Laboratory and Cellular,Hematocrit,[PCOV NoV] x [Age],"$\beta$ = 0.01, CI~95%~[-0.17, 0.19], pd = 52.8%, ps = 15.3%, BF~10~ = 0.03",0.01,"[-0.17, 0.19]",0.528,0.153,0.03,12719.9,1
Laboratory and Cellular,Hematocrit,[PCOV NoV] x [Education level: Cubic],"$\beta$ = -0.81, CI~95%~[-2.62, 1.13], pd = 79.8%, ps = 76.9%, BF~10~ = 0.47",-0.81,"[-2.62, 1.13]",0.798,0.769,0.47,8185.4,1
Laboratory and Cellular,Hematocrit,[PCOV NoV] x [Education level: Linear],"$\beta$ = -0.49, CI~95%~[-2.56, 1.56], pd = 67.8%, ps = 64.1%, BF~10~ = 0.4",-0.49,"[-2.56, 1.56]",0.678,0.641,0.4,7431,1
Laboratory and Cellular,Hematocrit,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 0.41, CI~95%~[-2.05, 2.79], pd = 63.2%, ps = 59.8%, BF~10~ = 0.43",0.41,"[-2.05, 2.79]",0.632,0.598,0.43,8629.2,1
